,SOC 2018 CODE,SOC 2018 CODE_with_x,SOC 2018 CODE_with_xx,OCCUPATION,OCC_CODE,TOT_EMP,H_MEAN,A_MEAN,O_GROUP,I_GROUP,"Percent of workers, reaching at or below the shoulder is required","Percent of workers, choice of sitting or standing is allowed","Percent of workers, reaching at or below the shoulder is required, both hands","Percent of workers, fine manipulation is required, both hands","Percent of workers, reaching overhead is required, one hand","Percent of workers, reaching overhead is required, both hands","Hours of standing, mean",PCT_STAND,"Hours of sitting, mean",PCT_SIT,STANDING_BOOLEAN,SITTING_BOOLEAN,"Percent of workers, choice of sitting or standing is not allowed","Percent of workers, with the ability to pause work","Percent of workers, fine manipulation is required, one hand","Percent of workers, exposed to very loud noise","Percent of workers, hearing over the telephone is required","Percent of workers, exposed to outdoors","Percent of workers, low postures are required","Percent of workers, exposed to wetness","Percent of workers, reaching overhead is required","Percent of workers, stooping is required","Percent of workers, foot or leg controls is required","Percent of day where standing is required, mean","Percent of day where sitting is required, mean","Percent of workers, problem solving is required once per day","Percent of workers, problem solving is required less often than monthly, including never","Percent of workers, crawling is required","Percent of workers, kneeling is required","Percent of workers, crouching is required","Percent of workers, keyboarding is required","Percent of workers, driving is required","Percent of workers, with telework available","Percent of workers, minimum education level is a bachelor's degree","Percent of workers, gross manipulation is required","Percent of workers, fine manipulation is required","Percent of workers, working around crowds is required","Percent of workers, exposed to extreme cold","Percent of workers, exposed to extreme heat","Percent of workers, speaking is required","Percent of workers, exposed to heights","Percent of workers, in proximity to moving mechanical parts","Percent of workers, climbing ladders, ropes, or scaffolds is required","Percent of workers, exposed to hazardous contaminants","Percent of workers, exposed to loud noise","Percent of workers, without the ability to pause work","Percent of workers, lifting or carrying > 25 lbs is required, constantly","Percent of workers, problem solving is required not every week, but at least once per month","Percent of workers, problem solving is required not every day, but at least once per week",dots,OCC_SHORT,INJURY_RATE,nonwhite_pct,white_pct,black_pct,hisp_pct,asian_pct,noncitizen_pct,n
4,119111,11911X,1191XX,Medical and health services managers,119111,515100,64.64,134440,detailed,cross-industry,55.8,89.2,44.9,56,4.8,14,2.4,30,5.64,70.5,1,70.5,10.8,92.2,,<0.5,>99.5,1.9,15.9,23.2,18.8,3.9,31.7,29.8,70.2,27.3,1.2,<0.5,<0.5,0.8,>99.5,27.8,21.7,59.9,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,4.5,<0.5,7.8,<0.5,5,20.7,11,Health Services Managers,402.5,25.0878445,74.9121555,12.9467979,11.4454004,5.5792104,2.952653702,61
27,131151,13115X,1311XX,Training and development specialists,131151,403480,34.6,71980,detailed,cross-industry,40.5,85.4,35.2,58.1,4,14.2,2.82,35.25,4.83,60.375,1,60.375,14.6,91.3,,<0.5,99.1,6.2,21.6,6.4,18.1,7.7,20.3,37.4,62.6,12.6,27.8,1.3,3,3.1,>99.5,19.6,24.7,50.1,>99.5,>99.5,<5,<0.5,1.2,>99.5,2.6,3.4,3.1,4.4,4.3,8.7,<0.5,11.8,29.4,9,Training Specialists,30.3,23.5806810,76.4193190,12.5857876,12.1264523,3.5950971,3.147552259,82
5,211092,21109X,2110XX,Probation officers and correctional treatment specialists,211092,85870,32.64,67880,detailed,cross-industry,73.5,82.9,59.4,50,,,,,,,,,17.1,80.3,50,<0.5,>99.5,56.3,41.9,5.8,28.8,11.6,82.8,,,,,6.6,,,>99.5,80.4,19.7,86.2,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<5,<0.5,7.2,4.2,<5,19.7,<0.5,,,2,Probation Officers,75.5,32.9906406,67.0093594,21.6115246,17.8257967,1.7723184,1.260248862,266
95,359021,35902X,3590XX,Dishwashers,359021,463940,15.22,31650,detailed,cross-industry,98,<0.5,95.5,67,7,65.1,6.63,82.875,0.1,1.25,82.875,1,>99.5,27.9,24.1,<0.5,0.6,33.9,78.2,98.1,72.1,18,<5,98.7,1.3,<0.5,>99.5,<0.5,2.7,11.6,<0.5,<0.5,<0.5,<0.5,>99.5,91.1,<0.5,14.2,14.3,55.3,0.5,3.1,0.8,4.1,5.8,72.1,<0.5,<0.5,<0.5,10,Dishwashers,102.3,36.1222882,63.8777118,17.5545483,25.7065367,3.5336661,15.03975142,67
88,172051,17205X,1720XX,Civil engineers,172051,327950,48.64,101160,detailed,cross-industry,46.6,82.5,42.8,49.3,<0.5,13.3,1.69,21.125,6.32,79,1,79,17.5,>95,50.7,<0.5,>99.5,78.2,34.1,8.5,13.7,5.2,64.7,21.1,78.9,23,7.7,,3.1,4.6,>99.5,64.2,36.2,>99.5,>99.5,>99.5,<0.5,<0.5,<10,>99.5,18.5,3.7,20.1,4,7.7,<5,<0.5,13.9,27.3,7,Civil Engineers,2.2,21.8448972,78.1551028,4.5955264,10.1903240,11.0480435,6.647526148,100
56,292035,29203X,2920XX,Magnetic resonance imaging technologists,292035,41340,41.64,86600,detailed,cross-industry,97.3,16.3,97.3,87.3,,,4.13,51.625,3.85,48.125,51.625,1,83.7,29.6,12.7,<0.5,97.7,<0.5,81.3,59.2,54,,18.6,53,47,4.8,36,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,4.9,<0.5,4,<0.5,70.4,<0.5,4.3,,1,MRI Technologists,230.5,33.4728033,66.5271967,7.1276078,10.8000300,9.2100828,3.646203978,351
7,339031,33903X,3390XX,Gambling surveillance officers and gambling investigators,339031,10660,20.41,42460,detailed,cross-industry,,60.5,,,,,,,7.14,89.25,,89.25,39.5,5,,<0.5,96.9,0.7,2.4,<0.5,21.3,<5,<0.5,,90,4,92.3,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,>95,>95,4.3,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,3.7,2.3,95,<0.5,<5,1.9,1,Gambling Surveillance Officers,86.6,48.9547148,51.0452852,31.1230123,17.9287280,3.4668961,4.888115786,429
2,514035,51403X,5140XX,"Milling and planing machine setters, operators, and tenders, metal and plastic",514035,13990,24.05,50020,detailed,cross-industry,94.5,3.5,>85,74.6,,,7.42,92.75,1.03,12.875,92.75,1,96.5,,25.4,<0.5,19.3,2.2,64.7,16.6,,38.1,25.2,87.7,12.3,1.9,89.8,,24.8,,,,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<15,77.3,<0.5,50.2,<10,3.5,22.4,,,<20,<5,1,Milling Machine Operators,164.4,18.9504262,81.0495738,3.3079201,14.9391973,3.8056833,4.776006553,407
0,113071,11307X,1130XX,"Transportation, storage, and distribution managers",113071,198780,53.79,111870,detailed,cross-industry,45.1,86.2,42.6,<45,,,2.83,35.375,5.31,66.375,1,66.375,13.8,96,62.4,<0.5,>95,31.8,24.2,4,19,4.7,36.5,35.1,64.9,20.6,<0.5,2.8,2.8,4,>99.5,35.9,15.2,48.6,>99.5,>99.5,<0.5,2.5,<0.5,>99.5,3.3,3.4,6.7,3.4,3.9,4,<0.5,4.3,28.7,4,Transportation Managers,165.4,20.8845184,79.1154816,10.0104381,15.4080324,4.1958998,5.185342409,150
73,533051,53305X,5330XX,"Bus drivers, school",533051,371530,21.74,45210,detailed,cross-industry,92.1,<0.5,68.7,41.6,14.5,29.2,0.68,8.5,5.02,62.75,1,62.75,>99.5,<0.5,56.3,<0.5,38.6,84.1,75.8,17.2,43.7,6.3,>99.5,11.8,88.2,<0.5,>99.5,<0.5,2.4,1.9,16.9,>99.5,<0.5,<0.5,>99.5,97.9,2.8,<0.5,<0.5,>90,<0.5,2.5,<0.5,3.3,17.6,>99.5,<0.5,<0.5,<0.5,8,School Bus Drivers,,27.1518742,72.8481258,19.4468414,12.6899845,1.1916547,2.176318311,88
2,537064,53706X,5370XX,"Packers and packagers, hand",537064,645210,17.05,35450,detailed,cross-industry,95.8,2.3,>85,63.1,<5,,7,87.5,0.32,4,87.5,1,97.7,13.1,19.8,<0.5,7.9,26.1,69.4,36.1,45.7,12.3,2.5,95.9,4.1,<0.5,>99.5,<0.5,1.6,4.1,9.6,1.5,<0.5,<0.5,>99.5,82.8,<5,20.2,4.5,65.5,1,25,0.6,3.3,8.7,86.9,<0.5,<0.5,<0.5,13,Packers,102.1,35.7222663,64.2777337,21.4724942,40.4191086,6.2462428,23.3745839,53
36,111021,11102X,1110XX,General and operations managers,111021,3507810,62.18,129330,detailed,cross-industry,48.2,86.7,43,<50,1,7.5,2.69,33.625,5.57,69.625,1,69.625,13.3,97.6,55.3,<0.5,>99.5,29.8,18.7,3.8,8.6,5.8,44.7,32.1,67.9,23.1,1.1,0.6,1.2,2.4,99.1,43.3,27.6,50,>99.5,>99.5,2.7,2.5,1.5,>99.5,2.5,3.8,4.1,3.3,1.7,2.4,<0.5,6.4,24.3,71,General Managers,20.9,18.1966210,81.8033790,6.9445778,12.3811241,4.8905268,4.49154864,2
17,292061,29206X,2920XX,Licensed practical and licensed vocational nurses,292061,630250,29.23,60790,detailed,cross-industry,91.9,12.8,89.9,76.8,6.9,55,6.02,75.25,2.53,31.625,75.25,1,87.2,33.7,23.2,<0.5,96.7,16.4,87.1,,61.9,24.7,34.3,69.9,30.1,6.6,56.1,<0.5,5.1,9.6,93.8,19,1.5,0.6,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,3.2,<0.5,66.3,<0.5,10.9,14.5,13,Licensed Practical Nurses,608.4,38.4847804,61.5152196,24.8342268,12.4724824,5.0034909,4.033439983,54
62,353011,35301X,3530XX,Bartenders,353011,711140,17.83,37090,detailed,cross-industry,>85,<0.5,88.9,73.7,38.7,30.8,6.46,80.75,0.11,1.375,80.75,1,>99.5,26.9,26.3,<0.5,71.3,30.9,85.8,95,69.4,27.1,0.7,98.4,1.6,<0.5,95.8,<0.5,<0.5,13.8,3.5,0.7,<0.5,<0.5,>99.5,>99.5,5,18.1,<5,>99.5,<5,<5,0.6,3.1,28.8,73.1,<0.5,<15,<0.5,15,Bartenders,47.8,16.1492672,83.8507328,5.4607328,15.6269226,2.6061302,4.523986439,46
63,412022,41202X,4120XX,Parts salespersons,412022,260770,19.75,41080,detailed,cross-industry,91.5,37.3,90.2,58.2,<0.5,>55,4.87,60.875,2.79,34.875,60.875,1,62.7,52.1,41.8,<0.5,>99.5,39.5,71.8,<20,64.1,14.3,12.1,65.2,34.8,1.8,87,<10,6.5,12.9,97.8,11.2,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,13.3,<0.5,19.8,3,<0.5,47.9,<0.5,2.1,3.6,6,Parts Salespeople,53.6,25.8578893,74.1421107,5.1757233,17.7524168,1.3904303,3.120790144,124
65,291171,29117X,2911XX,Nurse practitioners,291171,280140,61.78,128490,detailed,cross-industry,87.5,41.4,81.5,91,11.4,47.6,4.72,59,3.31,41.375,59,1,58.6,51.9,9,<0.5,>99.5,<0.5,64.9,86.2,59.1,18.1,12.3,59.1,40.9,20.7,5.2,<0.5,4.2,3.5,>99.5,8.4,2.5,3.4,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,3,<0.5,48.1,<0.5,3.1,12.1,6,Nurse Practitioners,117.2,15.7241436,84.2758564,5.3717947,5.6574943,6.5383480,2.830031202,116
19,352012,35201X,3520XX,"Cooks, institution and cafeteria",352012,435640,17.27,35920,detailed,cross-industry,98.5,1.7,96,75.1,7.8,73.7,6.94,86.75,0.38,4.75,86.75,1,98.3,33.8,,<0.5,36.6,15.4,87.9,98.8,81.5,26,6.3,94.9,5.1,<0.5,95.5,<0.5,3,12.8,20.9,3.6,<0.5,<0.5,>99.5,>99.5,0.7,55,45,91.2,<0.5,23.1,3,2.9,5.1,66.2,<0.5,2,2,9,Institutional Cooks,310.8,38.2852937,61.7147063,17.1743886,29.4060278,5.1615152,16.36639269,75
11,339092,33909X,3390XX,"Lifeguards, ski patrol, and other recreational protective service workers",339092,123560,15.07,31340,detailed,cross-industry,94.3,12.7,92,57.5,<15,,3.75,46.875,2.16,27,1,1,87.3,15.6,39.5,<0.5,51.3,68.5,96.7,88.8,67.1,22.6,9.5,62.7,37.3,2.2,91.7,13.1,21,16.5,13.6,17.1,<0.5,<0.5,>99.5,97,23.7,<0.5,<5,>99.5,23.2,<15,51.2,2.8,5.5,84.4,<0.5,<15,1.8,3,Lifeguards,,31.6432735,68.3567265,4.8058181,12.4659048,3.5153642,1.587767335,211
46,292055,29205X,2920XX,Surgical technologists,292055,110320,29.93,62250,detailed,cross-industry,79.7,<0.5,,95.4,,,,,,,,,>99.5,<5,4.6,<0.5,83,<0.5,,,,,,,,,,<0.5,,,78.7,<5,<0.5,<0.5,>99.5,>99.5,<0.5,<5,<0.5,>99.5,<0.5,1.1,<0.5,2.7,<0.5,>95,,,,3,Surgical Technologists,270.4,31.5563940,68.4436060,16.2163745,16.0047511,3.6059623,2.7000803,235
30,119199,11919X,1191XX,"Managers, all other",119199,589750,70.35,146320,detailed,cross-industry,56.3,94.3,50.6,47.9,2.1,6.4,1.49,18.625,6.28,78.5,1,78.5,5.7,99,52.1,<5,>90,25.4,16.8,4.8,8.5,5.3,50.3,18.8,81.2,13.4,3,<5,1.1,0.7,>90,50.1,45.5,74.7,>99.5,>99.5,4.9,<5,2.8,>99.5,1.6,3.4,2.6,2.7,<5,1,<0.5,3.7,49,12,General Managers,,25.0878445,74.9121555,12.9467979,11.4454004,5.5792104,2.952653702,58
3,435061,43506X,4350XX,"Production, planning, and expediting clerks",435061,393980,27.7,57610,detailed,cross-industry,53.1,78.9,38.9,,5.7,16,2.19,27.375,5.83,72.875,1,72.875,21.1,94,63.1,<0.5,97.8,14.2,20.8,2.2,21.8,4.1,18,27.3,72.7,12.9,58.9,<5,<0.5,,>99.5,17.6,8.2,16.9,>99.5,>99.5,<5,1,<5,>99.5,3.6,4.6,5.6,2.6,3.1,6,<0.5,9.1,14.3,8,Production Clerks,17.3,21.6856169,78.3143831,8.9228141,14.2938094,5.3768573,4.07018778,84
48,113013,11301X,1130XX,Facilities managers,113013,131400,53.42,111110,detailed,cross-industry,78.5,79.3,66.6,44.9,3.2,45.2,3.66,45.75,4.32,54,1,54,20.7,95.8,55.1,<0.5,>99.5,80.1,65.2,9.5,48.4,34.7,54.9,45.9,54.1,31.1,<30,3.5,7.2,19.6,>99.5,55.1,2.9,41.7,>99.5,>99.5,2.2,<0.5,3.6,>99.5,25.8,5.7,40.9,2.6,<5,4.2,<0.5,<10,11,3,Facilities Managers,89.7,22.4807295,77.5192705,9.4989048,11.4160953,3.0052871,2.788381269,206
89,519162,51916X,5191XX,Computer numerically controlled tool programmers,519162,28030,32.52,67650,detailed,cross-industry,79.3,31.1,>65,50.1,,,5.22,65.25,3.11,38.875,65.25,1,68.9,,47.9,<0.5,42.9,<5,23.3,20.3,,10.8,7.6,62.9,37.1,4.3,48.3,<0.5,,7.2,68.6,2.9,<0.5,,>99.5,98,<0.5,<0.5,<5,68.3,<5,42.5,<5,2.3,23.2,,<0.5,13.1,13.6,1,CNC Programmers,40.7,18.6210034,81.3789966,6.9110700,13.4687136,5.4785377,5.687341685,367
63,131082,13108X,1310XX,Project management specialists,131082,947630,50.44,104920,detailed,cross-industry,28.3,92.7,21.7,37.3,0.7,3.8,1.16,14.5,6.83,85.375,1,85.375,7.3,>95,62.7,<0.5,>99.5,26.5,7.1,2.8,4.6,1.4,36.9,14.4,85.6,,,<0.5,<0.5,0.7,>99.5,35.2,63.7,62.9,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,6.4,3.2,9.1,2.2,<0.5,<5,<0.5,,,19,Project Managers,,32.0341716,67.9658284,6.9371585,9.0969100,8.7802636,5.320808659,31
30,173022,17302X,1730XX,Civil engineering technologists and technicians,173022,63560,30.66,63770,detailed,cross-industry,59.4,74.9,49.3,55.2,<0.5,12.8,2.53,31.625,5.49,68.625,1,68.625,25.1,96.1,44.8,<0.5,>95,84.1,49,7.6,12.8,4.4,79.7,31.5,68.5,16.3,28,<5,4.3,4.3,>95,79.7,19.3,35.3,>99.5,>99.5,<0.5,<0.5,<5,>99.5,14,10.2,20.6,2,4.7,3.9,<0.5,10.9,12.9,2,Civil Engineering Techs,36.1,22.6388394,77.3611606,8.3622487,13.5857506,8.5827046,4.517105711,303
88,252031,25203X,2520XX,"Secondary school teachers, except special and career/technical education",252031,1045170,*,73800,detailed,cross-industry,70.8,73.4,54.4,51,12.3,20,4.91,61.375,2.62,32.75,61.375,1,26.6,44.2,49,<0.5,92.8,24.3,29.1,6.1,32.3,4.7,1.6,65.1,34.9,20,8.3,<0.5,1,1.7,>99.5,1.4,0.5,98,>99.5,>99.5,8.9,<0.5,<0.5,>99.5,<0.5,<0.5,0.8,2,0.8,55.8,<0.5,12,29.7,21,Secondary Teachers,5.3,15.2699904,84.7300096,7.3392153,9.3040496,3.0157593,2.40042668,27
78,411011,41101X,4110XX,First-line supervisors of retail sales workers,411011,1087890,25.01,52030,detailed,cross-industry,86.9,43.7,82.2,64.7,7.1,56.9,6,75,2.2,27.5,75,1,56.3,71.9,<40,<0.5,98.2,38.3,75.9,20.7,64,25.6,23,73.3,26.7,,,<0.5,3.8,13.9,98.8,24.3,<0.5,4.7,>99.5,>99.5,1.9,5.8,0.7,>99.5,11.5,1.5,14,2,<0.5,28.1,<0.5,,,22,Retail Supervisors,152.4,21.7234598,78.2765402,8.9645961,14.8357401,5.5639636,5.037734139,26
20,414011,41401X,4140XX,"Sales representatives, wholesale and manufacturing, technical and scientific products",414011,311780,54.58,113520,detailed,cross-industry,35.2,81.9,28.3,,<0.5,<10,1.97,24.625,6.17,77.125,1,77.125,18.1,95.1,51.2,<0.5,>99.5,15.9,11.4,<5,3.1,5.4,76.9,24.1,75.9,20.4,11.2,<5,<5,<5,>99.5,76.9,70.8,71,>99.5,>95,2.4,<5,<5,>99.5,<5,<10,<5,1.8,<0.5,4.9,<0.5,24.7,31.5,7,Technical Sales Reps,4.4,12.7599854,87.2400146,4.5970388,11.5783058,3.7800961,4.119076485,106
64,412011,41201X,4120XX,Cashiers,412011,3298660,14.77,30710,detailed,cross-industry,97.7,4.4,90.6,80.7,8.3,30.2,5.57,69.625,0.38,4.75,69.625,1,95.6,4.4,<25,<0.5,72.3,23.1,73.8,48.9,38.5,22.4,0.8,94.2,5.8,<0.5,>99.5,<0.5,1.3,3.4,23.2,0.7,<0.5,<0.5,>99.5,>99.5,0.7,7.7,0.8,>99.5,2.8,<0.5,5.6,1.8,0.5,95.6,<0.5,<0.5,<0.5,66,Cashiers,46,36.2392681,63.7607319,16.6846330,21.9917544,6.3234665,7.00532801,3
82,339032,33903X,3390XX,Security guards,339032,1202940,19.44,40440,detailed,cross-industry,75.1,7.5,46.9,,1.1,17.1,4.44,55.5,3.23,40.375,55.5,1,92.5,10.2,50.8,<5,92.1,90.4,49.2,0.6,18.2,23.2,38.2,58.3,41.7,<0.5,96.3,<0.5,7.8,8.5,77.8,38,<0.5,<0.5,>99.5,>99.5,30.3,<0.5,<0.5,>99.5,1.7,<0.5,2.8,1.7,5.1,89.8,<0.5,2.7,0.9,25,Security Guards,86.7,48.9547148,51.0452852,31.1230123,17.9287280,3.4668961,4.888115786,22
28,499094,49909X,4990XX,Locksmiths and safe repairers,499094,14790,25.06,52130,detailed,cross-industry,>80,,,95.9,<5,,4.76,59.5,3.23,40.375,59.5,1,,92.2,<10,<0.5,97.6,84.4,87.6,13,62.4,12.5,86.6,59.6,40.4,17.6,52.4,<0.5,10,10,71.8,86.6,<0.5,<0.5,>99.5,>99.5,1.9,<0.5,<0.5,>99.5,17.8,13.5,40.6,1.2,<0.5,7.8,<0.5,12.8,15.2,1,Locksmiths,73.8,20.8539803,79.1460197,4.7332789,15.2387067,1.8734680,5.001750905,398
71,319092,31909X,3190XX,Medical assistants,319092,763040,20.84,43350,detailed,cross-industry,90.1,28.6,85.4,83.2,17.6,40.7,4.95,61.875,2.89,36.125,61.875,1,71.4,42.4,16.8,<0.5,97.4,2,66.6,,58.4,18.1,19.9,62.8,37.2,1.2,84.9,<0.5,3.1,11.7,99.2,2.6,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,1.1,<0.5,57.6,<0.5,6.6,7.3,16,Medical Assistants,134.5,23.7990234,76.2009766,13.6774551,28.5630426,5.0666305,4.960259364,42
94,353023,35302X,3530XX,Fast food and counter workers,353023,3676580,14.48,30110,detailed,cross-industry,97.3,<0.5,89.3,78.1,15.9,58,5.67,70.875,0.11,1.375,70.875,1,>99.5,12.6,<30,<0.5,65,48.9,85.7,92.3,73.9,19.8,1.5,98.4,1.6,<0.5,99.1,<0.5,1.9,7.1,6.6,<0.5,<0.5,<0.5,>99.5,>99.5,1.8,39.9,24.5,>99.5,2.5,3.8,5.1,1.1,4.8,87.4,<0.5,0.8,<0.5,74,Fast Food Workers,65.4,30.0663184,69.9336816,12.4176384,19.7317397,5.3614831,5.122331448,1
100,392021,39202X,3920XX,Animal caretakers,392021,268830,16.12,33530,detailed,cross-industry,99,9.8,99,91.2,4,70.5,5.43,67.875,0.41,5.125,67.875,1,90.2,42.8,8.8,<0.5,57.5,38.7,>90,>99.5,74.5,,13.5,94.6,5.4,<0.5,98,3.5,12.3,12.5,51.9,10.4,<0.5,<10,>99.5,>99.5,<0.5,<0.5,<0.5,94.7,<10,<5,<10,1,8.1,57.2,<0.5,<0.5,1.7,6,Animal Caretakers,421.5,13.5702820,86.4297180,4.3849835,14.2028710,1.9927311,4.325749986,121
93,351012,35101X,3510XX,First-line supervisors of food preparation and serving workers,351012,1176540,20.82,43310,detailed,cross-industry,90.4,16.6,85.1,70.9,11.9,57,6.87,85.875,1.18,14.75,85.875,1,83.4,63.3,,<0.5,96.6,29.2,72.9,75.7,68.9,21.5,11.2,85.6,14.4,10.8,30.1,<0.5,4.8,5.8,78.3,9.3,<0.5,1.9,>99.5,>99.5,7,42.1,30.9,>99.5,3.9,5.4,5.9,1,7.7,36.7,<0.5,19.2,32,24,Food Service Supervisors,109.3,44.2930980,55.7069020,14.9026229,20.6496430,4.0400302,7.280381181,23
53,353031,35303X,3530XX,Waiters and waitresses,353031,2237850,17.56,36530,detailed,cross-industry,95.8,<0.5,88.6,56.9,10.2,35,6.03,75.375,0.17,2.125,75.375,1,>99.5,24.9,41.8,<0.5,45.5,28,62.9,92.7,45.2,19.6,<0.5,97.4,2.6,<0.5,>99.5,<0.5,1.3,2.9,7.5,<0.5,<0.5,<0.5,>99.5,98.7,18.1,9.4,1.5,>99.5,1,<0.5,1.5,1,8.4,75.1,<0.5,<0.5,<0.5,45,Waitstaff,52,27.1336270,72.8663730,8.9934125,21.7322769,7.0404165,9.093759229,9
73,537065,53706X,5370XX,Stockers and order fillers,537065,2872680,18.27,37990,detailed,cross-industry,97.5,5.5,96,75.1,1.3,66.5,6.59,82.375,0.64,8,82.375,1,94.5,32.2,22.3,<0.5,49.4,34.2,95.2,12.9,67.8,37.5,28.1,91.8,8.2,<0.5,98.9,1.2,7.9,12.1,44.5,29.8,<0.5,<0.5,>99.5,97.3,0.5,30.9,<5,89.1,18.8,5.2,20.8,0.8,5.4,67.8,<0.5,0.7,<0.5,58,Stockers,,35.7222663,64.2777337,17.3036117,20.8192113,3.9804866,6.572657723,6
90,352014,35201X,3520XX,"Cooks, restaurant",352014,1412350,17.34,36060,detailed,cross-industry,97,<0.5,93.2,79.1,19.2,59.7,7.02,87.75,0.14,1.75,87.75,1,>99.5,16.7,19.7,<0.5,9.6,17.1,85.2,>90,78.9,26.6,0.9,98.1,1.9,<0.5,99.3,<0.5,<0.5,7.9,1.8,<0.5,<0.5,<0.5,>99.5,98.8,<0.5,68.3,57.1,92.4,1.1,16,3.3,0.8,7.5,83.3,<0.5,<0.5,0.6,29,Restaurant Cooks,89.2,38.2852937,61.7147063,17.1743886,29.4060278,5.1615152,16.36639269,18
63,119041,11904X,1190XX,Architectural and engineering managers,119041,207800,82.83,172290,detailed,cross-industry,42.2,89.4,29.5,32.9,<0.5,3.9,1.27,15.875,6.83,85.375,1,85.375,10.6,>99.5,67.1,<0.5,>99.5,24.6,11.5,3.3,3.9,3,20.5,15.7,84.3,33.8,<0.5,<0.5,<5,<5,>99.5,20.9,42.2,88.7,>99.5,>99.5,<0.5,<0.5,0.6,>99.5,6.5,4.8,8.8,0.7,<0.5,<0.5,<0.5,1.7,9.4,5,Engineering Managers,2.5,21.0967400,78.9032600,3.3337630,6.9688982,12.9487801,8.68378591,142
15,472051,47205X,4720XX,Cement masons and concrete finishers,472051,203560,27.6,57410,detailed,cross-industry,>80,<0.5,,70.6,<0.5,69.6,7.38,92.25,0.68,8.5,92.25,1,>99.5,47.6,23.1,<15,30.8,>95,>99.5,55.1,69.6,,32.7,91.5,8.5,<10,87.3,14.7,26.7,18.4,<0.5,31,<0.5,<0.5,>99.5,93.7,<5,<0.5,<5,75.8,44.5,47,54.5,,28.6,52.4,<0.5,<10,2.9,5,Cement Masons,57,24.8239766,75.1760234,11.3272718,38.8593996,0.3809621,21.94722406,147
58,271027,27102X,2710XX,Set and exhibit designers,271027,10090,32.29,67170,detailed,cross-industry,,,,96.2,,,4.06,50.75,,,50.75,,,,3.8,<0.5,>60,1.3,,,,,,56.9,,,,,,,>90,,<30,,>99.5,>99.5,<0.5,<0.5,<5,>99.5,,24.7,,,,,<0.5,,,1,Exhibit Designers,26.4,19.0942114,80.9057886,4.3124853,11.8924447,11.6466816,8.929698405,432
25,173026,17302X,1730XX,Industrial engineering technologists and technicians,173026,73020,32.04,66640,detailed,cross-industry,,,,87.5,,,4.2,52.5,3.82,47.75,52.5,1,,,12.5,,>70,<0.5,67.6,<5,,,<5,52.4,47.6,28.8,,,<5,<5,>99.5,<5,0.7,8.7,>99.5,>99.5,<0.5,<0.5,<5,>99.5,<30,,<30,,,,,<5,<20,2,Industrial Techs,46.5,22.6388394,77.3611606,8.3622487,13.5857506,8.5827046,4.517105711,287
10,194031,19403X,1940XX,Chemical technicians,194031,55880,29.29,60920,detailed,cross-industry,>55,,,69.6,,,,,,,,,,,30.4,<0.5,97.2,<10,,,,,6.2,41.1,58.9,<0.5,84.7,<0.5,,,>95,3.5,<0.5,13.4,>99.5,>99.5,<0.5,<0.5,<5,>75,,4.2,,,<0.5,,<0.5,7.7,3.3,2,Chemical Technicians,35.5,25.3246848,74.6753152,11.5452998,12.8736888,6.7194128,5.178938813,323
37,172161,17216X,1721XX,Nuclear engineers,172161,12710,61.03,126950,detailed,cross-industry,,>99.5,,52.9,,,,,,,,,<0.5,85.7,47.1,,>99.5,,,<0.5,,,,,,,,,,,>99.5,,,>99.5,>99.5,>99.5,<0.5,<0.5,<5,>99.5,,<5,,,,14.3,,,,1,Nuclear Engineers,8.2,21.9977908,78.0022092,4.6909983,9.5260654,12.0599249,7.970511315,413
84,493053,49305X,4930XX,Outdoor power equipment and other small engine mechanics,493053,36080,21.72,45180,detailed,cross-industry,>99.5,8.6,>99.5,>99.5,<0.5,94.6,,,,,,,91.4,,<0.5,<0.5,97.9,,,,94.6,,88.9,67.3,32.7,4.2,,,,15.4,82.3,88.9,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<20,>95,<30,,,,15,,<0.5,15.8,,1,Engine Mechanics,50.5,9.0172658,90.9827342,3.0985427,11.9777932,1.2179042,3.379597502,358
